,Store Number,Store Location
457,4219,"910 N 8TH ST W
CLEAR LAKE 50428
(43.142775, -93.396651)"
562,4593,"1404 MAIN ST
ROCK VALLEY 51247
(43.204363, -96.294873)"
565,4581,"2728 CENTER ST
CEDAR FALLS 50613
(42.561054, -92.455972)"
599,4833,"1804 135th AVE
MURRAY 50174
(41.036556, -93.946974)"
643,3482,"525 N MAPLE ST
CARROLL 51401
(42.063289, -94.86165)"
675,4257,"821 BROADWAY
WATERLOO 50703
(42.513324, -92.34514)"
737,4347,"102 W MAYNE
BLUE GRASS 52726
(41.509114, -90.765769)"
808,2503,"849 SOUTH ANKENY BLVD.
ANKENY 50021
(41.722013, -93.60043)"
887,3016,"200 SOUTH STATE ST
DENVER 50622
(42.672008, -92.33724)"
891,3531,"508 MAIN ST
OSAGE 50461
(43.284116, -92.814028)"
993,3885,"400 EAST FIRST ST
INDEPENDENCE 50644
(42.46874, -91.89069)"
1066,4649,"3418 W BROADWAY
COUNCIL BLUFFS 51501
(41.261929, -95.900018)"
1234,4484,"200 E 3RD
WEST LIBERTY 52776
(41.569916, -91.261936)"
1330,3911,"813 1/2 HIGHLAND ST
WILLIAMSBURG 52361
(41.673742, -92.007451)"
1545,4302,"1829 6TH AVE
DES MOINES 50314
(41.611018, -93.625814)"
1552,4442,"212 10TH ST
ALTON 51003
(42.986768, -96.009298)"
1643,4348,"101 E 4TH
WILTON 52778
(41.588741, -91.015552)"
1807,4035,"3105 HUDSON RD
CEDAR FALLS 50613
(42.509207, -92.465829)"
1810,3697,"51 W 32ND ST PO BOX 300
DUBUQUE 52004
(42.527173, -90.683352)"
1910,4809,"123, MADISON ST
NASHUA 50658
(42.951715, -92.536512)"
1952,4327,"655 ROBBINS RD
HIAWATHA 52233
(42.044188, -91.672964)"
2034,4894,"828 W RIVER DR
DAVENPORT 52802
(41.520238, -90.585656)"
2057,2664,"1003 KELLY ST
CHARLES CITY 50616
(43.066257, -92.674231)"
2195,4814,"306 BYRON AVE
WATERLOO 50702
(42.480288, -92.353141)"
2539,3895,"550 DIVISION ST
BURLINGTON 52601
(40.807275, -91.106472)"
2708,4304,"208 4TH ST
DES MOINES 50309
(41.585081, -93.621668)"
2788,4328,"313 COLLEGE DR
DECORAH 52101
(43.308556, -91.797663)"
2839,4076,"1026 W RIVER DR #B
DAVENPORT 52802
(41.520149, -90.58842)"
3224,4606,"1203 TRI VIEW AVE
SIOUX CITY 51103
(42.494268, -96.422997)"
3355,4294,"1544 SUPERIOR ST
WEBSTER CITY 50595
(42.46212, -93.815849)"
3709,4043,"1703 MT PLEASANT ST
BURLINGTON 52601
(40.819885, -91.121931)"
3748,4614,"6401 DOUGLAS AVE ste 1
URBANDALE 50322
(41.629411, -93.705732)"
3895,4886,"1500 1st AVE NE
CEDAR RAPIDS 52402
(41.98823, -91.65208)"
4082,4851,"3200 16th AVE SW
CEDAR RAPIDS 52404
(41.963507, -91.7143)"
4213,4078,"2323 MAIN ST
CEDAR FALLS 50613
(42.516198, -92.44586)"
4342,4850,"4141 CENTERPOINT RD NE
CEDAR RAPIDS 52402
(42.021302, -91.665352)"
4830,4080,"809 EAST 18 ST
CEDAR FALLS 50613
(42.521427, -92.437189)"
5061,3492,"319 COURT ST
ROCKWELL CITY 50579
(42.394636, -94.632453)"
5311,4922,"101 W MAIN ST
MARSHALLTOWN 50158
(42.049174, -92.914802)"
5508,4109,"1516 SE 1ST
DES MOINES 50315
(41.576393, -93.613246)"
6944,2422,"700 GRAND AVENUE
DES MOINES 50309
(41.587503, -93.626508)"
7750,4044,"421 N MAIN ST
BURLINGTON 52601
(40.811109, -91.101094)"
10008,4341,"524 MAIN ST
GRISWOLD 51535
(41.234743, -95.14161)"
10410,4826,"204 S MAIN ST
ALBIA 52531
(41.025034, -92.807086)"
11178,3734,"215 S RERICK AVE
PRIMGHAR 51245
(43.08534, -95.624303)"
14337,4422,"104 N DIVISION ST
STUART 50250
(41.503858, -94.318376)"
16977,4671,"9 N ELK RUN RD
WATERLOO 50703
(42.498751, -92.25887)"
22894,4822,"413 A AVE W
OSKALOOSA 52577
(41.296226, -92.648951)"
25837,4680,"4121 SE 14TH ST
DES MOINES 50320
(41.5464, -93.596755)"
28562,3725,"101 6TH ST
ARMSTRONG 50514
(43.39966, -94.480204)"
28681,4916,"505 E VINE AVE
OTTUMWA 52501
(41.004879, -92.418429)"
30461,4033,"221 MAIN ST
MCGREGOR 52157
(43.023979, -91.176172)"
31219,4918,"6087 HWY 110 S
STORM LAKE 50588
(42.620494, -95.239661)"
36699,4052,"300 1ST ST, STE F
SERGEANT BLUFF 51054
(42.400336, -96.361267)"
46612,4113,"3134 MANAWA CENTRE DR
COUNCIL BLUFFS 51501
(41.228712, -95.847514)"
51325,4832,"1107 S 16 ST
CLARINDA 51632
(40.727993, -95.037796)"
53421,4215,"9 N ELK RUN RD
WATERLOO 50703
(42.498751, -92.25887)"
78341,3812,"6087 HWY 110 SOUTH
STORM LAKE 50588
(42.620494, -95.239661)"
95189,4333,"1117 EAST 4TH
WATERLOO 50703
(42.507683, -92.332774)"
95261,4570,"1804, HWY BLVD
SPENCER 51301
(43.156079, -95.146545)"
113614,4815,"1310 W SHERIDAN AVE
SHENANDOAH 51601
(40.765869, -95.38464)"
479107,3543,"101 MAIN ST
KINGSLEY 51028
(42.587074, -95.967322)"
1382902,9017,"29538, 210th St.
Keosauqua 52565
"
27,3906,"412 N ROOSEVELT ST
BURLINGTON 52601
(40.815076, -91.1414)"
53,2534,"8601 DOUGLAS
URBANDALE 50322
(41.629416, -93.736469)"
154,3480,"719 2ND AVE W PO BOX 401
SPENCER 51301
(43.145197, -95.14774)"
208,4280,"1301 EAGLE RIDGE RD
LE CLAIRE 52753
(41.587349, -90.359813)"
224,2132,"100 E ELM
WEST UNION 52175
(42.96126, -91.808119)"
261,3760,"3107 N BRADY ST
DAVENPORT 52803
"
305,4483,"108 E COLLEGE
IOWA CITY 52240
(41.658979, -91.533522)"
334,2645,"510 E 6TH ST
MUSCATINE 52761
(41.4272, -91.04401)"
351,4309,"430 S 35TH ST
COUNCIL BLUFFS 51501
(41.257663, -95.902023)"
637,2511,"1440 32ND STREET, N.E.
CEDAR RAPIDS 52402
(42.010355, -91.657622)"
686,4094,"218 WELCH AVE STE 3
AMES 50015
(42.02076, -93.650122)"
704,4038,"501 HIGHWAY 39 NORTH
DENISON 51442
(42.021746, -95.370395)"
763,4639,"902 1st AVE N
FORT DODGE 50501
(42.50638, -94.185766)"
808,4399,"33083 UTE AVE
WAUKEE 50263
(41.56041, -93.880668)"
896,4039,"1817 W BROADWAY
COUNCIL BLUFFS 51501
(41.261863, -95.870993)"
939,3852,"502 E AVE NW
CEDAR RAPIDS 52405
(41.977958, -91.680323)"
1203,2634,"3615 LINCOLN WAY
AMES 50014
(42.022911, -93.667927)"
1217,4049,"423 SHARP ST
GLENWOOD 51534
(41.04635, -95.742987)"
1231,4040,"1801 VALLEY VIEW DR
COUNCIL BLUFFS 51503
(41.24394, -95.818775)"
1245,4763,"4141 CENTER POINT RD NE
CEDAR RAPIDS 52402
(42.021302, -91.665352)"
1324,4282,"4107 CENTER POINT RD
CEDAR RAPIDS 52402
(42.02088, -91.665196)"
1421,4363,"400 S MAIN ST
OSCEOLA 50213
(41.030337, -93.765689)"
1459,4330,"702 1ST AVE E
NEWTON 50208
(41.69943, -93.045515)"
1583,3554,"102 N MAIN
TRIPOLI 50676
(42.809582, -92.258147)"
1612,4666,"2635 ADVENTURELAND DR
ALTOONA 50009
(41.65854, -93.494642)"
1701,4469,"516 HWY 141
COON RAPIDS 50058
"
1931,4329,"2635 ADVENTURELAND DR
ALTOONA 50009
(41.65854, -93.494642)"
2007,4115,"2105 FOREST
DES MOINES 50311
(41.604077, -93.645353)"
2036,4218,"2844 UNIVERSITY AVE
WATERLOO 50701
(42.498321, -92.382928)"
2351,4262,"1004 HIGHWAY 30 W
CARROLL 51401
"
2464,4391,"508 SE KENT ST
GREENFIELD 50849
(41.303202, -94.45363)"
2518,4041,"2344 CAMANCHE AVE
CLINTON 52732
(41.821777, -90.213015)"
2617,4394,"702 CHATBURN AVE
HARLAN 51537
(41.645392, -95.319319)"
2642,4144,"1908 CLARK ST
CHARLES CITY 50616
(43.059133, -92.66188)"
2751,4350,"916 E MAIN ST
MARSHALLTOWN 50158
(42.049238, -92.896472)"
2975,3064,"804 NILE KINNICK DR S
ADEL 50003
(41.61025, -94.016796)"
3325,4066,"1201 NORTH JEFFERSON STE 100
INDIANOLA 50125
(41.371387, -93.558425)"
4035,4550,"1459 ANSBOROUGH AVE
WATERLOO 50701
(42.493091, -92.376863)"
4153,3642,"327 5TH ST
WEST POINT 52656
(40.717867, -91.452491)"
4185,4213,"630 N 3RD ST
CLINTON 52732
(41.850694, -90.189909)"
4263,3596,"204 MAIN ST
CHESTER 52134
(43.490923, -92.360421)"
4280,4323,"902 1ST AVE N
FORT DODGE 50501
(42.50638, -94.185766)"
4297,2161,"FIRST &amp; MAIN
FT. ATKINSON 52144
(42.925689, -88.688517)"
4571,4352,"301 W TAYLOR ST
CRESTON 50801
(41.049199, -94.364142)"
4774,4383,"903 N SUMMER AVE
CRESTON 50801
"
6379,4259,"901 S MARKET
OSKALOOSA 52577
(41.287661, -92.645071)"
6609,4579,"2293 HWY 30
GRAND MOUND 52751
(41.828024, -90.646328)"
8200,4400,"413 A AVE W
OSKALOOSA 52577
(41.296226, -92.648951)"
8476,4389,"204 S MAIN ST
ALBIA 52531
(41.025034, -92.807086)"
8800,4026,"810 W 7 ST
SIOUX CITY 51103
(42.502924, -96.417851)"
10576,4390,"1400 E WASHINGTON ST
CLARINDA 51632
(40.739257, -95.019407)"
10958,3530,"175 1ST ST SE
PRIMGHAR 51245
(43.086379, -95.627244)"
11644,3569,"419 MERRILL ST
BUSSEY 50044
(41.204759, -92.886643)"
12737,3172,"20 SOUTH 4TH ST
CLEAR LAKE 50428
(43.135942, -93.380369)"
14753,4174,"1737 AVE H
FORT MADISON 52627
(40.63021, -91.329824)"
15430,4682,"906 N HIGHWAY 5
PLEASANTVILLE 50225
(41.385681, -93.280738)"
29905,4407,"1201 E MAIN ST
KNOXVILLE 50138
(41.318976, -93.086599)"
36483,4354,"1303 W SHERIDAN AVE
SHENANDOAH 51601
(40.765871, -95.383909)"
37582,3832,"211 MAIN ST
ALVORD 51230
(43.344357, -96.301894)"
44455,2260,"509 FIRST AVE
PERRY 50220
(41.83226, -94.106562)"
140583,4226,"21 W MAIN ST
WAUKON 52172
(43.269279, -91.476658)"
142813,4830,"7600, UNIVERSITY AVE
CLIVE 50325
(41.600394, -93.721761)"
143579,4314,"304 4TH ST
FONTANELLE 50846
(41.289877, -94.562737)"
